,project_owner,restriction,basic_price,competitors,bidding_month,bidding_quarter,max_target_rate,min_target_rate,mean_target_rate,std_target_rate,count_bidding,target_rate,winner_rate
221,전라남도 무안군,전남,255427000,1113,5,2Q,101.22651,98.20251,99.8267530588235,0.7100746016608854,85,99.47051,99.47069
222,전라남도 곡성군,곡성,22055000,22,5,2Q,101.08700999999999,98.10806,99.88364935483871,0.7277376318018471,62,100.48945,100.81562
223,해양수산부 여수지방해양수산청,전남,181478000,1103,5,2Q,100.67990999999999,99.0358,100.00686615384618,0.49151351515054215,13,99.17477,99.1751
224,한국전력공사 광주전남지역본부,전남,85358883,976,5,2Q,101.4517,93.28509,98.29900912265758,2.0313690252457093,1174,100.37321999999999,100.3749
225,전라남도 순천시,순천,49357000,117,5,2Q,101.69255,98.03514,99.83880163043477,0.7035063244855378,276,99.81430999999999,99.816
226,전라남도교육청 전라남도함평교육지원청,함평,40678000,27,5,2Q,101.37354,98.63285,99.99151377777775,0.7527928227736342,45,100.06858000000001,100.08149
227,전라남도교육청 목포인성학교,목포,77341000,85,5,2Q,100.75345,99.66960999999999,100.29972666666667,0.563039290310488,3,100.10828000000001,100.12102
228,전남대학교 본부 행정본부,여수,27796000,108,5,2Q,100.94351,98.9711,99.9432252,0.503937795864728,25,100.67437,100.6792
229,전라남도 해남군,해남,71280000,43,5,2Q,102.16459,97.98751999999999,99.85827747826085,0.7562874054311368,115,99.24729,99.31519
230,전라남도 해남군,해남,49720000,46,5,2Q,102.16459,97.98751999999999,99.85827747826085,0.7562874054311368,115,101.00734,101.11327
232,국군의무사령부,전남,85656676,963,5,2Q,100.29214,97.81031999999999,99.46486666666668,1.4328794450802045,3,98.58481,98.60396999999999
233,국군재정관리단,전남,917525418,936,5,2Q,100.68486999999999,97.63646,98.67232857142857,0.6179220122659931,21,99.33948000000001,99.3409
235,전라남도 여수시,전남,195335000,1155,5,2Q,101.93328000000001,97.83553,99.91845887159533,0.7704116764167511,257,100.04002,100.0412
236,전라남도 여수시,여수,87770000,108,5,2Q,101.93328000000001,97.83553,99.91845887159533,0.7704116764167511,257,99.83354,99.83376
237,전라남도 농업기술원,전남,18238000,1097,5,2Q,101.93964,98.64884,100.01880928571428,0.941749564484708,14,99.86484,99.8675
240,전라남도 순천시,순천,29196000,117,5,2Q,101.69255,98.03514,99.8407236,0.7040626210291412,275,99.31026,99.38703000000001
241,전라남도 광양시,광양,39717000,106,5,2Q,101.45829,97.76451,99.87295531914893,0.7953858954815041,188,100.22163,100.27589
242,전라남도 광양시,광양,79343000,107,5,2Q,101.45829,97.76451,99.87295531914893,0.7953858954815041,188,100.95033000000001,101.03629000000001
243,전라남도 무안군,무안,53262000,49,5,2Q,101.22651,98.20251,99.8327908333333,0.7121409452128802,84,99.31958,99.35169
244,전라남도 광양시,전남,286649000,1110,5,2Q,101.45829,97.76451,99.87295531914893,0.7953858954815041,188,98.55277,98.55399
245,전라남도 영광군,영광,79335000,58,5,2Q,101.3263,98.22634000000001,99.81126411764707,0.7588537976136801,51,99.2848,99.32016999999999
246,전라남도교육청 전라남도담양교육지원청,담양,38379000,54,5,2Q,101.55381,98.18434,99.83977935897437,0.7636502376859226,78,99.7152,99.72694
248,전라남도 해남군,전남,128001000,1161,5,2Q,102.16459,97.98751999999999,99.8495607964602,0.758820207781628,113,100.68278000000001,100.6862
249,전라남도 해남군,전남,393250000,1070,5,2Q,102.16459,97.98751999999999,99.8495607964602,0.758820207781628,113,100.01876,100.01898
250,전라남도교육청 전라남도해남교육지원청,해남,28270000,45,5,2Q,101.49115,98.74006,100.0762205882353,0.63773254003531,85,99.09418000000001,99.22991999999999
251,제1989부대,무안,9031000,38,5,2Q,99.65259,97.48219,98.64099410071942,0.43014296380038014,139,98.74786,98.84214
252,(재) 전라남도생물산업진흥재단 천연자원연구원,전남,485760000,1027,5,2Q,100.37875,100.37875,100.37875,,1,100.13001,100.1317
253,전라남도 여수시,여수,88000000,110,5,2Q,101.93328000000001,97.83553,99.9172289453125,0.7716679614877935,256,100.23331999999999,100.24169
255,전라남도교육청 전라남도순천교육지원청,전남,111430000,1140,5,2Q,102.01254,98.12038000000001,99.84383446236559,0.730370083104472,186,99.58579,99.58632
256,전라남도,전남,39974000,1141,5,2Q,101.73653,97.82026,99.82047296551724,0.7370710127537505,145,100.32139000000001,100.322
257,전라남도,전남,156859550,1003,5,2Q,101.73653,97.82026,99.82047296551724,0.7370710127537505,145,100.55476999999999,100.55779
258,한국철도공사 회계통합센터,전남,208737000,1042,5,2Q,101.09254,97.12189000000001,98.56624103225805,1.0759031207600727,155,99.88602,99.88704
259,한국철도공사 회계통합센터,전남,187125000,1069,5,2Q,101.09254,97.12189000000001,98.56624103225805,1.0759031207600727,155,99.88879,99.8892
260,전라남도 여수시,여수,27170000,110,5,2Q,101.93328000000001,97.83553,99.92022393700788,0.7738525996613442,254,99.38673,99.4379
261,전라남도 여수시,전남,439694000,1027,5,2Q,101.93328000000001,97.83553,99.92022393700788,0.7738525996613442,254,99.68700000000001,99.68879
262,전라남도 농업기술원,전남,9460000,811,5,2Q,101.93964,98.64884,100.08059153846153,0.9502147406143331,13,99.21564000000001,99.22237
263,한국전력공사 광주전남지역본부,전남,119819266,358,5,2Q,101.4517,93.28509,98.29774849957374,2.0317759987299664,1173,99.77772,99.79189000000001
264,전라남도교육청 전라남도여수교육지원청,여수,30624000,108,5,2Q,101.55138000000001,98.0094,99.88535011111111,0.7991436838552862,180,100.67447,100.729
265,전라남도교육청 전라남도순천교육지원청,순천,87450000,115,5,2Q,102.01254,98.12038000000001,99.83804529729728,0.7280604563585981,185,100.91483000000001,100.94349
266,전라남도교육청 전라남도장흥교육지원청,장흥,33495000,34,5,2Q,101.26985,98.45388,99.81695728571428,0.6212120251990829,70,99.23063,99.23379
267,전라남도 장성군,장성,29480000,72,5,2Q,101.50045,98.09334,99.81787102272727,0.7808581635802861,88,99.30495,99.32379
268,한국농어촌공사 전남지역본부 담양지사,담양,58337000,52,5,2Q,100.54401999999999,99.59995,99.970345,0.41555965961579217,4,99.75384,99.79643
269,전라남도교육청 전라남도해남교육지원청,해남,26433000,45,5,2Q,101.49115,98.74006,100.0853860240964,0.6415189466565783,83,99.94069,99.98863
271,전라남도교육청 전라남도해남교육지원청,해남,26103000,45,5,2Q,101.49115,98.74006,100.0853860240964,0.6415189466565783,83,99.45102,99.46709
272,전라남도 여수시,여수,44440000,98,5,2Q,101.93328000000001,97.83553,99.92392666666666,0.7738172436554295,252,98.83213,98.87279000000001
273,전라남도 여수시,여수,23760000,104,5,2Q,101.93328000000001,97.83553,99.92392666666666,0.7738172436554295,252,100.07523,100.09376
274,전라남도교육청 전라남도완도교육지원청,완도,49448000,23,5,2Q,101.89078,98.29731,99.81629191176471,0.7730866973571714,68,100.04281999999999,100.0989
275,전라남도 완도군,완도,31658000,24,5,2Q,101.25780999999999,97.92143,99.73705947916669,0.6194702125107767,96,100.10494,100.18175
276,전라남도,전국/전남,2560646000,904,5,2Q,101.73653,97.82026,99.81893284722223,0.7394095309764611,144,100.04225,100.0429
277,한국공항공사 제주지역본부,전국/전남,2708685000,957,5,2Q,100.54325,99.51357,99.97971333333334,0.5217032888849117,3,99.30075,99.31209
278,전라남도 고흥군,고흥,43150000,38,5,2Q,102.09283,98.05379,99.89288810457516,0.7430233502783635,153,99.68111,99.6971
280,전라남도 해남군,해남,71690000,42,5,2Q,102.16459,97.98751999999999,99.84327071428571,0.7592657176731473,112,100.55405,100.5812
281,전라남도 광양시,전남,178697000,1047,5,2Q,101.45829,97.76451,99.874417486631,0.7972677804351519,187,99.59953,99.6001
282,제1989부대,목포,11123000,62,5,2Q,99.65259,97.48219,98.62908135338346,0.4346114010165965,133,98.79608,98.79887
283,제1989부대,순천,11101000,92,5,2Q,99.65259,97.48219,98.62908135338346,0.4346114010165965,133,98.66273000000001,98.68875
284,제1989부대,강진,7307000,21,5,2Q,99.65259,97.48219,98.62908135338346,0.4346114010165965,133,99.03399999999999,99.05345
285,제1989부대,담양,19636960,43,5,2Q,99.65259,97.48219,98.62908135338346,0.4346114010165965,133,98.82641,98.8378
286,제1989부대,나주,20926980,88,5,2Q,99.65259,97.48219,98.62908135338346,0.4346114010165965,133,98.9458,98.96293
287,전라남도 고흥군,고흥,45195000,40,4,2Q,102.09283,98.05379,99.8974395394737,0.7433366746866615,152,99.20107,99.28429
288,전라남도 화순군,화순,67076000,69,4,2Q,101.477,98.38954,100.16054696428571,0.7563757677958746,56,99.61308000000001,99.63355
289,한국전력공사 광주전남지역본부,전남,1039824665,244,4,2Q,101.4517,93.28509,98.2953876088813,2.0326980811920814,1171,99.82715999999999,99.83859
290,한국전력공사 광주전남지역본부,전남,151659941,364,4,2Q,101.4517,93.28509,98.2953876088813,2.0326980811920814,1171,99.53294,99.53902
291,전라남도영암교육청,영암,30459000,53,4,2Q,101.4724,98.14129,99.80462756756756,0.7353920776464999,74,100.23539,100.2409
292,전라남도 광양시,광양,85316000,99,4,2Q,101.45829,97.76451,99.87532532258064,0.7993227329339703,186,99.70555999999999,99.71819
293,전라남도,전남,36905000,1159,4,2Q,101.73653,97.82026,99.8239837062937,0.7395114338322036,143,99.09666,99.09759
294,목포대학교,목포/무안,67144495,139,4,2Q,101.24101,98.50738,100.02135708333333,0.6458952923048428,24,99.35526999999999,99.3588
295,한국농어촌공사 전남지역본부 고흥지사,전남,176770000,1102,4,2Q,100.9363,99.17362,100.03719000000001,0.7267144734579993,7,100.89528,100.8956
296,한국공항공사 제주지역본부,전남,80431000,1146,4,2Q,99.51357,99.51357,99.51357,,1,99.88231999999999,99.88249
297,한국공항공사 제주지역본부,전남,935054430,982,4,2Q,99.51357,99.51357,99.51357,,1,100.54325,100.5438
298,한국전력공사 광주전남지역본부,전남,74634855,975,4,2Q,101.4517,93.28509,98.29021333333334,2.0340981115701506,1167,100.51550999999999,100.51768
299,한국전력공사 광주전남지역본부,전남,63075717,957,4,2Q,101.4517,93.28509,98.29021333333334,2.0340981115701506,1167,99.5951,99.59878
300,한국전력공사 광주전남지역본부,전남,947827488,151,4,2Q,101.4517,93.28509,98.29021333333334,2.0340981115701506,1167,99.73863,99.7513
302,전라남도,전남,34309000,1172,4,2Q,101.73653,97.82026,99.81624787234041,0.7370375058762605,141,99.6616,99.66269
303,전라남도교육청 전라남도신안교육지원청,신안,27819000,29,4,2Q,101.23017,97.89407,99.75161894117645,0.7888807724223448,85,101.23170999999999,101.88479
304,전라남도교육청 전라남도구례교육지원청,구례,67089000,21,4,2Q,101.46263,98.17794,99.9061880487805,0.6709900358359255,41,100.08712,100.0921
305,한국철도공사 회계통합센터,전남,313508000,28,4,2Q,101.09254,97.12189000000001,98.5518772077922,1.0643987948043911,154,100.77826999999999,100.85918000000001
306,광주지방조달청,전남,645069000,1003,4,2Q,101.30827,98.62801,99.9528268,0.6250022394847599,175,99.43075,99.4317
307,제1989부대,강진,20985000,25,4,2Q,99.65259,97.48219,98.62426484848484,0.43268923413885785,132,99.26486,99.29866
308,전라남도 여수시,전남,133988000,1152,4,2Q,101.93328000000001,97.83553,99.92265940239042,0.7751012699476384,251,100.24201,4.9026
309,한국전력공사 광주전남지역본부,전남,228060609,312,4,2Q,101.4517,93.28509,98.28850681818182,2.0341350076657676,1166,100.28001,100.28639
310,전라남도 나주시,나주,21000000,106,4,2Q,101.56877,98.22476999999999,99.8892305194805,0.7223944029920488,154,99.06369000000001,99.0653
311,전라남도 곡성군,곡성,49000000,22,4,2Q,101.08700999999999,98.10806,99.86424786885246,0.7174272799480905,61,101.06714000000001,101.48479
312,전라남도 진도군,진도,24112000,21,4,2Q,101.64735999999999,98.16086,100.14415473684208,0.725340707577375,38,99.68075999999999,99.78009
314,전라남도 여수시 상하수도사업단,여수,23744200,108,4,2Q,100.97664,98.6285,99.88561666666666,0.7963921681244748,9,100.05516999999999,100.0588
315,한국전력공사 광주전남지역본부,전남,705465457,174,4,2Q,101.4517,93.28509,98.28680840343348,2.0341813122390042,1165,100.26716,100.27431
316,전라남도 여수시,여수,88000000,112,4,2Q,101.93328000000001,97.83553,99.9253088,0.7755164961408019,250,99.26031,99.2685
317,전라남도 영암군 대불산단관리사업소,영암,62500000,53,4,2Q,101.17907,98.38729000000001,99.9318456,0.7298294216063999,25,99.38636,99.45259
318,전라남도,전남,26180000,1070,4,2Q,101.73653,97.82026,99.81505342857142,0.7395469978992749,140,99.98347,99.9875
319,전라남도 목포시,목포,87735000,86,4,2Q,101.63908,97.72431,99.87740960784313,0.7380486238696224,51,100.38579,100.39119000000001
320,전라남도 나주시,나주,58136000,115,4,2Q,101.56877,98.22476999999999,99.89059881578947,0.7210664986904385,152,98.97554000000001,98.97798
321,전라남도 나주시,나주,21670000,110,4,2Q,101.56877,98.22476999999999,99.89059881578947,0.7210664986904385,152,100.59494000000001,100.6167
322,전라남도 여수시,여수,28380000,107,4,2Q,101.93328000000001,97.83553,99.92427477911646,0.7769057615595389,249,100.18278000000001,100.20045999999999
323,한국전력공사 광주전남지역본부,전남,122522919,358,4,2Q,101.4517,93.28509,98.28540304982819,2.0344897846564454,1164,99.92264,99.92369000000001
324,전라남도교육청 전라남도진도교육지원청,진도,33290000,21,4,2Q,101.67685999999999,98.42689,99.91104515151515,0.7825552589878282,33,99.46733,99.59
325,전라남도 나주시,나주,42000000,114,4,2Q,101.56877,98.22476999999999,99.89514313333333,0.7237741016423823,150,99.88261,99.88337
326,전라남도 나주시,나주,10989000,102,4,2Q,101.56877,98.22476999999999,99.89514313333333,0.7237741016423823,150,99.21694000000001,99.37391
327,제1989부대,장성,21566170,70,4,2Q,99.65259,97.48219,98.62060885496183,0.432298745032149,131,99.1032,99.10864000000001
330,전라남도 순천시,순천,35530000,117,4,2Q,101.69255,98.03514,99.84087547445255,0.7053464214082075,274,99.79911,99.82206
331,전라남도교육청 전라남도강진교육지원청,강진,50468000,24,4,2Q,101.56025,98.74799999999999,100.0259587012987,0.66034706270214,77,99.43934,99.44053000000001
332,전라남도교육청 전라남도신안교육지원청,신안,87340000,30,4,2Q,101.23017,97.89407,99.75963452380951,0.790129007664434,84,99.07831,99.35339
333,전라남도 나주시,나주,81341000,114,4,2Q,101.56877,98.22476999999999,99.89202127516778,0.725201139464163,149,100.3603,100.42143
334,한국전력공사 광주전남지역본부,전남,79143887,126,4,2Q,101.4517,93.28509,98.28437723989681,2.0350638464042987,1163,99.47842,99.53681999999999
335,전라남도,전남,75020000,1216,4,2Q,101.73653,97.82026,99.80819547445256,0.7458462294552443,137,99.9628,99.9637
336,전라남도,전남,82720000,1213,4,2Q,101.73653,97.82026,99.80819547445256,0.7458462294552443,137,100.0958,100.09947
337,전라남도,전남,52030000,1214,4,2Q,101.73653,97.82026,99.80819547445256,0.7458462294552443,137,100.3261,100.32769
338,전남대학교 본부 행정본부,여수,29808000,112,4,2Q,100.94351,98.9711,99.96335458333333,0.5044051169617632,24,99.46011999999999,99.46193000000001
339,전라남도교육청 전라남도순천교육지원청,순천,46200000,116,4,2Q,102.01254,98.12038000000001,99.84033043478259,0.7293814329858617,184,99.41758,99.4215
340,한국철도공사 회계통합센터,전남,93060000,1083,4,2Q,101.09254,97.12189000000001,98.51283947019867,1.0374614326844716,151,100.74629,100.74750999999999
341,전라남도교육청 전라남도영광교육지원청,전남,88913000,1143,4,2Q,101.20518,98.42135999999999,99.89675897727271,0.6673897995339236,88,99.82932,99.13009
342,한국철도공사 회계통합센터,광주/전남,186219000,44,4,2Q,101.09254,97.12189000000001,98.51283947019867,1.0374614326844716,151,100.40202,100.42756
343,제1989부대,장성,40226000,73,4,2Q,99.65259,97.48219,98.62237123076923,0.4334984062540828,130,98.3915,98.54686
344,한국농어촌공사 전남지역본부 무안.신안지사,전남,157902000,1091,4,2Q,100.56307,99.11905,99.75653,0.4470115982835319,16,100.01079,100.01205
345,전라남도교육청 전라남도완도교육지원청,완도,27665000,24,4,2Q,101.89078,98.29731,99.8277808955224,0.7730503002798861,67,99.04653,99.0765
