입찰공고번호,업무,업종코드,업종명,공고명,공고기관,수요기관,WTO품목번호,게시일시,입찰개시일시,입찰마감일시,예가방법,추첨번호공개여부,지역제한,참가가능지역,추정가격,기초금액,A값
20201003287-00,공사,0003,토목건축공사업,반룡마을 마을만들기사업 토목공사,한국농어촌공사 전북지역본부 고창지사,한국농어촌공사 전북지역본부 고창지사,건설공사,2020/10/06 17:00,2020/10/07 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도 고창군],278521818,306374000,0
20201002985-00,공사,0003,토목건축공사업,가능동 약수터 및 주민체육시설 진입도로 정비공사,경기도 의정부시,경기도 의정부시,건설공사,2020/10/06 16:54,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 의정부시],192970000,212267000,0
20201003227-00,공사,0003,토목건축공사업,장흥지구 지방도 도로안전시설물 설치공사,전라남도,전라남도,건설공사,2020/10/06 16:45,2020/10/10 09:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도],218578685,240436554,0
20201003191-00,공사,0003,토목건축공사업,상하면 농촌중심지활성화사업 토목건축공사,한국농어촌공사 전북지역본부 고창지사,한국농어촌공사 전북지역본부 고창지사,건설공사,2020/10/06 16:40,2020/10/07 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도],2280700000,2508770000,128686958
20201003159-00,공사,0003,토목건축공사업,충북상업정보고 다목적교실 증축공사 입찰공고,충청북도교육청 충청북도청주교육지원청,충청북도교육청 충청북도청주교육지원청,건설공사,2020/10/06 16:26,2020/10/19 10:00:00,2020/10/22 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청북도],1365670000,1502237000,79668948
20201003030-00,공사,0003,토목건축공사업,화성면 게이트볼장 신축공사(건축),충청남도 청양군,충청남도 청양군,건설공사,2020/10/06 15:58,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도],444350909,488786000,24283575
20201003057-00,공사,0003,토목건축공사업,전통성을 살린 가로정비사업,충청남도 부여군,충청남도 부여군,건설공사,2020/10/06 15:49,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도 부여군],372790909,410070000,0
20201003036-00,공사,0003,토목건축공사업,안성 3 1운동 기념관 문턱없는 공간 환경 개선공사(건축),경기도 안성시,경기도 안성시,건설공사,2020/10/06 15:41,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 안성시],302079290,332287220,0
20201002892-00,공사,0003,토목건축공사업,도촌리 군도2호선(시래원~천문대) 인도설치공사,강원도 양구군,강원도 양구군,건설공사,2020/10/06 15:05,2020/10/08 16:00:00,2020/10/13 16:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 양구군],161671818,177839000,0
20201000753-00,공사,0003,토목건축공사업,보은산 관광명소화(시군창의)사업 토목건축기계공사,한국농어촌공사 전남지역본부 강진지사,한국농어촌공사 전남지역본부 강진지사,건설공사,2020/10/06 14:52,2020/10/07 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도],473310000,520641000,30522400
20201002394-00,공사,0003,토목건축공사업,무산고등학교 다목적구장조성 및 기타공사,경상북도교육청 무산고등학교,경상북도교육청 무산고등학교,건설공사,2020/10/06 14:15,2020/10/06 17:00:00,2020/10/12 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 경주시],215350000,236885000,10992619
20201002639-00,공사,0003,토목건축공사업,한신공영~이인리간 도시계획도로(대3-27)개설공사,경상북도 포항시 건설교통사업본부,경상북도 포항시 건설교통사업본부,건설공사,2020/10/06 13:48,2020/10/07 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도],7131000000,7844100000,375712823
20201002450-00,공사,0003,토목건축공사업,대리지구 양수저류시설 설치사업,한국농어촌공사 충남지역본부 예산지사,한국농어촌공사 충남지역본부 예산지사,건설공사,2020/10/06 13:12,2020/10/07 10:00:00,2020/10/12 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도 예산군],93672728,103040000,0
20201002388-02,공사,0003,토목건축공사업,동복면 삼복조형물 조성공사,전라남도 화순군,전라남도 화순군,건설공사,2020/10/06 11:57,2020/10/07 12:00:00,2020/10/14 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 화순군],283492090,283492090,0
20201002382-00,공사,0003,토목건축공사업,연천군 노후 하수관로 정비사업,경기도 연천군 맑은물관리사업소,경기도 연천군 맑은물관리사업소,건설공사,2020/10/06 11:17,2020/10/07 14:00:00,2020/10/13 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,6394818182,7034300000,314911385
20201002398-00,공사,0003,토목건축공사업,진례 도자소공인 공동기반시설 건립공사(건축),경상남도 김해시,경상남도 김해시,건설공사,2020/10/06 11:15,2020/10/07 16:00:00,2020/10/14 16:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도],1938130000,2131943000,108056562
20201002354-00,공사,0003,토목건축공사업,운전원대기실 및 관용차량 비가림시설 신축공사,전라남도 화순군,전라남도 화순군,건설공사,2020/10/06 10:57,2020/10/07 12:00:00,2020/10/14 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 화순군],180320000,198352000,0
20201002316-00,공사,0003,토목건축공사업,태안군 건설기계 공영주기장 조성사업(토목),충청남도 태안군,충청남도 태안군,건설공사,2020/10/06 10:46,2020/10/06 15:00:00,2020/10/13 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도],1196507273,1316158000,56746741
20201002304-00,공사,0003,토목건축공사업,화순읍 앵남리 보건진료소 이전신축공사,전라남도 화순군,전라남도 화순군,건설공사,2020/10/06 10:38,2020/10/07 12:00:00,2020/10/14 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 화순군],202774545,223052000,0
20201001136-00,공사,0003,토목건축공사업,봉의중 담장 시설공사,강원도교육청 강원도춘천교육지원청,강원도교육청 강원도춘천교육지원청,건설공사,2020/10/06 10:30,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 춘천시],146877272,161565000,0
20201001577-00,공사,0003,토목건축공사업,영산강Ⅲ-2지구 대단위농업개발사업 금호2-2공구 토목공사,한국농어촌공사 영산강사업단,한국농어촌공사 영산강사업단,건설공사,2020/10/06 10:18,2020/10/07 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도],4793641818,5273006000,248155895
20201002191-00,공사,0003,토목건축공사업,미등재 건축물 양성화 시설보강공사 (건축부분),대한석탄공사 도계광업소,대한석탄공사 도계광업소,건설공사,2020/10/06 10:04,2020/10/06 18:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 삼척시],102727273,113000000,0
20201001368-00,공사,0003,토목건축공사업,국공립어린이집 확충사업-건축(입찰대행),경상북도 군위군,경상북도 군위군,건설공사,2020/10/06 09:35,2020/10/06 14:00:00,2020/10/13 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 군위군],81181819,89300000,0
20201001508-00,공사,0003,토목건축공사업,KT~서원아파트간 도시계획도로(소2-3) 개설공사,경상북도 군위군,경상북도 군위군,건설공사,2020/10/06 09:21,2020/10/06 14:00:00,2020/10/13 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 군위군],230418182,253460000,0
20201001438-00,공사,0003,토목건축공사업,정리 도시계획도로(중3-1) 개설공사,경상북도 군위군,경상북도 군위군,건설공사,2020/10/06 09:15,2020/10/06 14:00:00,2020/10/13 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 군위군],127100000,139810000,0
20201001805-00,공사,0003,토목건축공사업,의령 꿈나르미 육아센터 내 놀이체험실 설치공사,경상남도 의령군,경상남도 의령군,건설공사,2020/10/06 09:09,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도 의령군],82181819,90400000,0
20201002031-00,공사,0003,토목건축공사업,주안동 보도육교 승강기 설치 공사,인천광역시 미추홀구,인천광역시 미추홀구,건설공사,2020/10/06 09:03,2020/10/06 11:00:00,2020/10/13 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[인천광역시],137710000,151481000,0
20201000596-00,공사,0003,토목건축공사업,압해 무지개마을 호안도로 토목공사,전라남도 신안군,전라남도 신안군,건설공사,2020/10/06 08:46,2020/10/08 09:00:00,2020/10/13 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 신안군],260072728,286080000,0
20201001973-00,공사,0003,토목건축공사업,지방도 827호선 강진 군동 호계 보행로 정비사업,전라남도,전라남도,건설공사,2020/10/05 23:09,2020/10/07 09:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도],95151818,104667000,0
20201001968-00,공사,0003,토목건축공사업,지방도 822호선 화순 사평지구 보행로 정비사업,전라남도,전라남도,건설공사,2020/10/05 22:50,2020/10/07 09:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도],88096363,96906000,0
20201001914-00,공사,0003,토목건축공사업,"낙성대동 주민센터 증축 및 창업공간 조성공사(건축,기계)시행",서울특별시 관악구,서울특별시 관악구,건설공사,2020/10/05 21:05,2020/10/06 10:00:00,2020/10/13 10:10:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],690000000,759000000,41795414
20201001882-00,공사,0003,토목건축공사업,점촌북초등학교 외부환경 개선공사,경상북도교육청 경상북도문경교육지원청,경상북도교육청 경상북도문경교육지원청,건설공사,2020/10/05 20:27,2020/10/07 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 문경시],189500000,208450000,0
20201001854-00,공사,0003,토목건축공사업,호서남초등학교 씨름장 증축 및 기타공사,경상북도교육청 경상북도문경교육지원청,경상북도교육청 경상북도문경교육지원청,건설공사,2020/10/05 20:04,2020/10/07 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 문경시],302180909,332399000,0
20201001850-00,공사,0003,토목건축공사업,태인동 도촌 소규모재생 김부각공방 신축공사,전라남도 광양시,전라남도 광양시,건설공사,2020/10/05 20:04,2020/10/07 09:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 광양시],318780000,350658000,0
20201001838-00,공사,0003,토목건축공사업,도시계획도로(소로2-84호선) 개설공사,전라남도 광양시,전라남도 광양시,건설공사,2020/10/05 19:51,2020/10/07 09:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 광양시],203963637,224360000,0
20201001821-00,공사,0003,토목건축공사업,매곡천 공영주차장 조성공사,울산광역시 북구,울산광역시 북구,건설공사,2020/10/05 19:25,2020/10/06 09:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[울산광역시],312118182,343330000,0
20201001801-00,공사,0003,토목건축공사업,포남2동 일원 보행환경 개선사업,강원도 강릉시,강원도 강릉시,건설공사,2020/10/05 19:05,2020/10/07 09:00:00,2020/10/12 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도],523699090,576069000,32203410
20201001772-00,공사,0003,토목건축공사업,박달초 별관 승강기 증축 및 본관 외벽개선공사,경기도교육청 경기도안양과천교육지원청,경기도교육청 경기도안양과천교육지원청,건설공사,2020/10/05 18:40,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도],873664546,961031000,45309480
20201000620-00,공사,0003,토목건축공사업,2020 동강 덕암마을회관 다용도실 설치공사(2회추경),전라남도 고흥군,전라남도 고흥군,건설공사,2020/10/05 18:05,2020/10/06 12:00:00,2020/10/12 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 고흥군],22727273,25000000,0
20201001659-00,공사,0003,토목건축공사업,거제4동 복합센터 건립공사 건축(기계) 공사,부산광역시 연제구,부산광역시 연제구,건설공사,2020/10/05 17:57,2020/10/06 09:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],2472320000,2719552000,152112501
20201001532-00,공사,0003,토목건축공사업,발달장애인 주간보호시설(행복동산) 증축공사,경상남도 함안군,경상남도 함안군,건설공사,2020/10/05 17:42,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도],795150000,874665000,48901170
20200930636-03,공사,0003,토목건축공사업,북수세월교 재가설 공사,전라북도 무주군,전라북도 무주군,건설공사,2020/10/05 17:34,2020/10/05 17:40:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도],1292000000,1421200000,71655958
20201001522-00,공사,0003,토목건축공사업,고대도 해양문화관광조성(2차-건축) 건축공사,충청남도 보령시,충청남도 보령시,건설공사,2020/10/05 17:17,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도],1240171818,1364189000,77445734
20201001303-00,공사,0003,토목건축공사업,"청룡동 주민센터 증축공사(건축,기계)시행",서울특별시 관악구,서울특별시 관악구,건설공사,2020/10/05 16:48,2020/10/06 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],1136067273,1249674000,58441695
20201001386-00,공사,0003,토목건축공사업,와룡 태리(군도32호) 도로확포장공사,경상북도 안동시,경상북도 안동시,건설공사,2020/10/05 16:39,2020/10/06 10:00:00,2020/10/13 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 안동시],131781818,144960000,0
